timeout_s,instance,stratum,domain,mode,runtime_ms,status,timed_out,derived_from_timeout_s
5.0,ER_400_20_4.apx_1_DC-AD.cnf,no_useful_detected_structure,competition_main,A_cadical,60044.296648,TIMEOUT,True,60.0
5.0,ER_400_20_4.apx_1_DC-AD.cnf,no_useful_detected_structure,competition_main,B_kissat,60008.981095,TIMEOUT,True,60.0
5.0,uf200-091.cnf,resource_allocation_like,random_control,A_cadical,18.248877,TIMEOUT,True,60.0
5.0,uf200-091.cnf,resource_allocation_like,random_control,B_kissat,18.009831,TIMEOUT,True,60.0
5.0,pb_300_05_lb_17.cnf,no_useful_detected_structure,competition_main,A_cadical,60017.500525,TIMEOUT,True,60.0
5.0,pb_300_05_lb_17.cnf,no_useful_detected_structure,competition_main,B_kissat,23963.287729,TIMEOUT,True,60.0
5.0,uf250-09.cnf,resource_allocation_like,random_control,A_cadical,17.529083,TIMEOUT,True,60.0
5.0,uf250-09.cnf,resource_allocation_like,random_control,B_kissat,17.663147,TIMEOUT,True,60.0
5.0,af-synthesis_stb_50_200_0_sat.cnf,no_useful_detected_structure,competition_main,A_cadical,60006.502374,TIMEOUT,True,60.0
5.0,af-synthesis_stb_50_200_0_sat.cnf,no_useful_detected_structure,competition_main,B_kissat,60057.08097,TIMEOUT,True,60.0
5.0,uuf250-024.cnf,resource_allocation_like,random_control,A_cadical,17.459607,TIMEOUT,True,60.0
5.0,uuf250-024.cnf,resource_allocation_like,random_control,B_kissat,18.127135,TIMEOUT,True,60.0
5.0,aim-100-1_6-no-4.cnf,resource_allocation_like,crafted_structured,A_cadical,66.381955,UNSATISFIABLE,False,60.0
5.0,aim-100-1_6-no-4.cnf,resource_allocation_like,crafted_structured,B_kissat,34.827562,UNSATISFIABLE,False,60.0
5.0,flat200-36.cnf,resource_allocation_like,matching_capacity,A_cadical,167.833736,SATISFIABLE,False,60.0
5.0,flat200-36.cnf,resource_allocation_like,matching_capacity,B_kissat,67.403204,SATISFIABLE,False,60.0
5.0,jnh301.cnf,resource_allocation_like,crafted_structured,A_cadical,67.077638,SATISFIABLE,False,60.0
5.0,jnh301.cnf,resource_allocation_like,crafted_structured,B_kissat,17.959251,SATISFIABLE,False,60.0
5.0,uuf250-025.cnf,resource_allocation_like,random_control,A_cadical,18.147683,TIMEOUT,True,60.0
5.0,uuf250-025.cnf,resource_allocation_like,random_control,B_kissat,17.48532,TIMEOUT,True,60.0
